username,comment,sentiment
@bintangtang1155,Org seperti ini jgn sampe di pilih pd pilpres 2029... ingat jgn sampai kita pilih org seperti ini pd pilpres 2029.,negatif
@abbottbangedh,"Siapa di sini yg pencet , trus bacain komen sambil nge-mute videonya?",negatif
@akhdanjiyad8029,"Untuk kalian yang males liat ini video 6 menit.intinya cuman : ""Negara kita punya bonus demografi jadi ayo kerja lebih buat pemerintah""  + bumbu2 karbit animasi, claim sana sini.",negatif
@adminvitrans8446,kapan nih ke kampus2...diskusi terbuka dek gibran?,netral
@irfanbonek2648,Wapres paling tertaikkk sepanjang sejarah,positif
@naimaherbzsnack4661,Healing di mari ahhhh ngliatin org2 yg ga takut hilang,positif
@ALKHIRID98,Pak ini pakai ai bukan,positif
@gajesin6984,"Dihina tidak tumbang, dipuji tidak pantas.",negatif
@agsol3529,Keren Natural banget o'on-nya,positif
@TheBryand123,"“Bonus Demografi Katanya? Realitanya Bonus Tekanan!”  Katanya: Generasi muda adalah harapan bangsa.  Faktanya: 12,21 juta pengangguran terbuka di Indonesia mayoritas usia produktif (BPS, 2024).  Lulusan sarjana nambah tiap tahun, tapi kerja sesuai jurusan? Cuma 20%-an.  Gaji UMR di banyak daerah nggak nyampe 3 juta, tapi harga sewa kos, listrik, BPJS, dan cicilan udah ngisep dari awal bulan.   Katanya: Anak muda Indonesia siap memimpin. Faktanya:  Ruang partisipasi dipenuhi “anak pejabat” dan “orang dalam.”  Anak muda kritis malah dicap “radikal” atau “bikin gaduh.”  Jadi aktivis = diawasi. Buka suara = diserang buzzer.   Katanya: Kita unggul di teknologi dan AI. Faktanya:  Jaringan internet di daerah masih banyak yang lemot kayak siput.  Sekolah di pelosok pakai kurikulum digital, tapi gadget pun gak punya.  Program pelatihan kerja? Banyak yang cuma formalitas, sertifikat numpuk, kerjaan tetap gak nyambung.  Bonus demografi itu bukan cuma angka. Itu beban di pundak anak muda. Kalau sistemnya masih bobrok, fasilitas setengah hati, dan kebijakan gak pro-rakyat… Ini bukan giliran kita. Ini giliran kita dibohongi",negatif
@wisnu1019,Kerennn!!!! Likes dislikesnya lebih banyak dari viewsnya,positif
@dimaspramartha4825,Bonus Demografi  Bonus dari Bapak  Bonus dari Paman,netral
@ayikhitz2444,"Betul pemuda tidak takut tantangan tapi pemuda takut konstitusi, aturan, undang"" diubah seenaknya sendiri. Demi apa",negatif
@ahmadrijalazizi907,Kesini buat dislike doang jangan geer.,negatif
@Dlyy_alomani,Makasih bg...berkat mu aku makin semangat buat belajar di luar negeri aja,positif
@irenenugrahani8167,"Lebaran kemarin pas mudik, gua lepas foto wapres dari dinding rumah mak gue. Bikin puasa batal cuy.... Mau ngamuk aja bawaannya",negatif
@samaranan5438,hasil cek persentase like dislike video ini per 21 April 2025: like 2.507  (8%) dislike 27.826  (92%),netral
@cibegh,Kira kira dibaca gak yah komentar komentar kita ini yg sangat mewakili sebahagian besar rakyat,netral
@petualangtutorial7121,Beli sudah beli like guys pkek uang rakyat,netral
@biestory,"Di 12 detik pertama aku pause, kesini bkn mau nomton cuma mau baca komen yang seru2..maaf cuma kepo komen doank",negatif
@jokomotor1741,Sebuah tips :  1. Pause 2. Dislike  3. Baca komen   Semoga bermanfaat,positif
@bebex9807,"mas gibran kok likenya pake bot sih, habis ngadu yah ke bapak",negatif
@MuhammadRahman-si3qj,Wih likenya udh jdi 124rb aja wkwk. Siapa aja yg like itu?,positif
@KataKakek92,Update Like vs Dislike : 123rb : 157rb  Update: Setelah 24 Jam : 124rb : 170rb,netral
@jajandolan,Yuk rame2 tonton versi Ferry Irwandinya aja.. bahasa dan cara penyampaiannya malah lebih pantes jadi wapres dia,negatif
@salschier,ngomong yang penting  yang penting ngomong,negatif
@user-si3qq2to8v,"Kecilin audio, baca komen",negatif
@Mas_Kris_Official,Jauhi Narkoba ya Gaes..... Narkoba bisa membuat kita menjadi PLONGA-PLONGO PERMANEN,negatif
@oktriadi2454,"lu saja jadi wakil presiden jalannya gak benar, sok kasih pencerahan pula sama anak muda, lu mendingan mundur deh biar Indonesia maju, makmur, adil dan beradab",negatif
@jowildrift1657,"Untuk beliau wapres gibran, saya hanya menyarankan coba lihat videonya bang Ferry agar tau apa yang harus di revisi untuk negara kita ini",netral
@florennhiu,Beli like ya mas ?,positif
@MD_ID1902,Kesini yg cuma mau disilike doang cung,negatif
@SintaSinta-k2e,Siapa disini yang sengaja stop videonya dan cuman baca baca komen,negatif
@walkerwalker8152,"Udah puluhan komentar yang saya baca. Semuanya bernada negatif. Dengan ratusan reply yang senada. Sepertinya masyarakat udah muak banget sama mas -mas satu ini.  Kalau nanti tiba2 ada banyak komen positif, percayalah itu adalah buzzer. Belasan jam tayang, hampir 100% komennya negatif semua",negatif
@Muhammad.amirul_22,"""manusia tak akan kalah oleh Ai tapi manusia yang tidak menggunakan Ai akan kalah oleh manusia menggunakan Ai"" ini maksudnya gimana coba",negatif
@KiriHiro371,> bikin animasi 5 tahun > gak dapat support atau funding dari pemerintah > pas rilis dicemooh AI Bros dan emak-emak agamis > Tiba-tiba di claim sama si paling AI > mfw,negatif
@qnoymalmsteen931,memang terbaik kau samsul.  dari yang terburuk,negatif
,"sehina apa kamu mas wapres sampe beli bot buat like... pasti ngadu ayah, huhuhu",negatif
@HilmanKakashi,"Mana nih agency dislikers, tolong lah bantu lawan bot like ini",negatif
@spacedeleteent,"bagus banget nih konten, kalau kalian punya gangguan insomnia nonton ini langsung tidur kok",positif
@m.syafiqromzi3313,Banyak anak SMA yang otaknya jauuuuhhhhhh berkualitas dari orang ini,negatif
@dyanizieushimawan,Kembalikan fufufafa kami!,netral
@almer7582,"AI main dong ke kampus-kampus, biar kelihatan mana leader, mana dealer",netral
@irnsociety4739,"Video yang sangat bermanfaat patut diapresiasi  untuk saudara ""Ferry Irwandi""",positif
@JulioAlpino-n4t,Blo'on nya natural,positif
@jelajahpasarnusantara1748,"Maaf mas wapres. Setiap janji kampanye yang anda gaungkan kelak akan di tagih rakyat entah dunia atau di akhirat. Contohnya 19jt lapangan kerja. Kenyataannya saya sampai saat ini nyari kerja juga susah. Ad syarat batas umur, syarat penampilan menarik, bisa kerja di bawah tekanan dan lain2.  Dan itu berlaku buat lulusan dr SMP sampai sarjana. Jangan bilang sarjana buat lapangan kerja yaa? Karena tidak semua orang punya uang lebih buat modal usaha. Dan tidak semua orang beruntung memiliki previlage seperti mas wapres. Sampai bapak, anak dan menantu juga jadi pejabat pemerintahan.  Jadi harapan saya, jika ingin rakyat kembali percaya maka mulailah merealisasikan semua janji kampanye anda satu per satu. Jangan manis di kampanye saja.   Mulailah sadar bahwa Indonesia itu sedang tidak baik2 saja. Korupsi di mana2, susahnya rakyat nyari lapangan kerja, banyak UMKM lesu dan gulung tikar, kriminalitas semakin meningkat, para pejabat hanya memperkaya diri sendiri tanpa mikir kesusahan rakyatnya.  Malu sudah merubah UU konstitusi tapi tidak bisa kerja dan tidak bisa merealisasikan janji kampanye.   Mending mundur terhormat dari pada nanggung dosa di akhirat.",negatif
@daffalow24,Likes nya pake bot pak?,negatif
@iqbalibrahim9341,"Bran, kalau lu liat jumlah dislike, komentar & tanggapan orang yang jauh dari kata positif.. mikir nggak sih ada yang salah dari itu? Sadar nggak kalau warga Indo sama lu  gak mengharapkan lu ada di posisi lu sekarang? Kalau lu masih mengganggap diri lu layak jadi seorang wapres dari negara ini, asli lu GILA bran  Lu gak lebih dari seorang anak muda yang cuman ngerasa punya sedikit kelebihan dengan sebagian besar rasa percaya diri hanya karena Bapak lu & circle disekitarnya, yang emang cuman modusnya oportunis. Lu sendiri tau kok kalau sebenernya masih banyak orang yang lebih layak, lebih cerdas, lebih punya akhlak, dan lebih punya malu untuk jadi seorang Wapres RI.",negatif
@daneliezer,"Kontribusi di film jumbo apa ? kok tiba"" bawa film Jumbo",positif
@yadeeey,"Bg km sadar kalo km pengambil keputusan kan?? WKWK.  We don't need all that ""motivation"" ur role is to make it happen.  Edit: I mean like, so what? Terus apa? Isi video ini cuman informasi faktual terkini dalam 1 bulan ke belakang dan statement normatif ""kita harus bersama"".  We know that. Pertanyaannya sekarang kan adalah apa yang pemerintah lakukan untuk menyambut itu? Pake AI? Sejauh apa? Caranya gimana? Rolenya sebagai apa? Builder kah? Researcher kah? Atau lagi² cuman pemakai kah?  KPInya gimana buat memberdayakan AI? Untuk bisa memberdayakan, kita perlu apa? Gimana cara kita memenuhi parameter sebelum mencapai pemberdayaan AI? Dananya berapa? Mekanisme penyalurannya gimana?  Peran Anda itu menjawab pertanyaan tadi. Anda ini pengambil keputusan, bukan pembawa berita.  Sekian.",negatif
@lutviantosonny,KITA disini Siapa ya...........,netral
@YuMa_HizE,Jirrr like 100k  Buzzer nya langsung dikerahkan,positif
@syawaaqillarendrafirmansya5791,4:14 Bung tadi anda membahas tentang Film Jumbo & sekarang membahas tentang AI? Anda ini lagi membahas apa bung?,netral
@BoeboeBoeboe-gb8ee,SALAM 19 JUTA LAPANGAN KERJA BARU. 1 AJA DI CARIIN SAMA BAPAKNYA.,negatif
@SukhoyOriflakes,Bran.. Boleh ga kalo ngomong mukanya pakai topeng saja..  Biar yang nonton bisa betah..  Tapi dengar suaranya saja sudah polusi..,negatif
@genxsykes9913,"Nonton ini, malah setelah nonton videonya Bang Ferri Irwandi Ada yang sama?? ️",netral
@faibadbunny,"Kosong adalah isi, isi adalah kosong",negatif
@miftahulhakim3376,"Gua masih nggak bisa maafin bapak yang gembar gembor nyuarain AI yang bikin artist indonesia cabut dan nggak ingin survive di negaranya sendiri. yang gimana nggak cabut, industri kreatif indonesia aja belum berkembang malah dikapak ama wapresnya yang lebih mendukung AI sama juga komdigi. gua masih ngarep pemerintah lebih memperhatikan industri kreatif indonesia",positif
@idnofri,Akunnya ngk di monet bg?,negatif
@Cihuys665,Pake AI aja mas videonya daripada nyolong konsep video pak ferry yang notabene oposisi yang suka kritik pemerintah,negatif
@pak_ustadz,"Sumpah,,,, komentar para-para netizen sangat menginspirasi.",netral
@user-nt1xk9dh6s,klw ngantuk tidur bro dari pada ngaur,negatif
@DebbyIrawan-x8q,"Kalo beli view dan like, blm sehari juga lgs dapet jutaan....",positif
@pakdochannel1811,mas gibran hebat bgt seharusnya jadi ketua karang taruna,positif
@satriyopuspito6172,"Pansos? Semua dipolitisasi.. film jumbo, u17 itu prestasi mereka.. bukan kontribusi anda",netral
@mrniceperson_,"Woooo yakali dari 6.000 like ke 100.000 dalam waktu satu hari, beli dimana?",netral
@athenaadhisty9035,"Gara"" netizen, Gibran Ampe beli Like",negatif
@irwanhidayat7289,Beraninya sama SMP ke bawah.. Padahal ditunggu di kampus-kampus,negatif
@mamanracing201m,"Buka video, pause, baca komen, bahagia.   Edit: lupa nulis dislike wkwk",negatif
@youtube7959,PARA BUZZER SEDANG BEKERJA KERAS DI VIDEO INI WKWKW,negatif
@alifaais8289,Ngeditnyaa make cap cut,netral
@tomodachidisco,Kesini cuma mau baca komen buat cari hiburan wkwkwk,negatif
@popspro2357,Aura kosongnya sangat terpancar,negatif
@abaturis,Gibran ini manifestasi muda tapi tak tau malu. Bonus malu-maluin.,negatif
@SekarepBae,Knapa banyak dislikenya,negatif
@djanejonelcapone0912,"bikin naskahnya pake apa, pak?",negatif
@beniahmads1375,Bisa di blur dan di mute ga cog..,negatif
@WMulanBTN,"masih berani keluar ya nih orang, gpunya malu cok. sok sok ngasih harapan ke rakyat, keluarga lu noh benerin, ijasah bapak masih dipertanyakan, ipk anak cmn 2,... sekian, kerjaan cmn kunjungan dan beraninya cmn di sd smp sma doang, kampus noh ajak debat",negatif
@ApaAjaStory,Kosong kosong..mlh lbh tertarik baca komen para netizen,negatif
@IbanBooming,"ISI ADALAH KOSONG, KOSONG ADALAH ISI",negatif
@NURULSAHRUL-s3y,"yang like mulai nambah jadi 44 rb, Buzzer sudah beraksiiii............. BTW yang Dislike 110 rb",positif
@iqbalibnuhajar4945,Seekor keledai sedang mengajarkan harimau untuk berburu,negatif
@baguskadeindrawan759,Ge nnton x4 tetep ngantuk,negatif
@lailarofida490,Bonus demografi harus ditanam mulai sekarang Lha skrg saja tidak menanam SDM yg unggul Bonus demografinya dari mana?,positif
@장화현,"Gibran yang mulia, bapak ini tahu apa?",positif
@ajis703,BONUS Demografi klo ga ada investor nya mau ngapain? Mancing? Nyari kerja aja susah. Terus yakin Bonus Demografi kita siap dari segi SDM nya?? Biaya kuliah aja super Mahal,negatif
@skydstar1233,Di paksa naik kelas...tapi apa daya,negatif
@rashid_game,Absolute Cinema Coyy,positif
@danieldymazz6503,maju terus Gib... anda memang,negatif
@soerjadisoerjatmojo2265,Gedabrus....,positif
@susantihouse155,"izin pak wapres , jika Indonesia sedang tidak baik baik saja , mohon di ajari persiapan akan krisis , jangan malah di tipu di blg aman.",netral
@bixchrun,"Bang, itu 208 juta usia produktif, menurut gw malah bisa jadi boomerang apalagi Indonesia ini negara berkembang. Lapangan kerja aja cuma sedikit, apa ga makin banyak yang nganggur itu?",negatif
@biyanananda9252,"Yg dibahas AI mulu bran, Sembako noh dipikirkan, pendidikan dan kesehatan itu pondasi utama dalam membangun negara.",negatif
@rianaindriati7376,Baru 7 hari udh sejuta kali ditonton ntar klo sebulan mungkin lumayan,positif
@r4y628,Udah yapping nya bang???,positif
@dedesupriadi226,Gelappp,positif
@Sentinelprimee,Udah saya dislike fufufafa ngomong apaan gada isinya,negatif
@alhidayahpaoklombok,Beli views dimana bang?,netral
@adenubaid4577,Arek iki sakjane bakat main teater,positif
@muhammadabdullatif8444,"Mending jadi yutuber pak,daripada wapres.",netral
@fauzirusyda8332,"Baca script doang, sisanya digendong editor mana script nya punya makna kosong. Pakai tuh AI yang lu koar-koar kan buat script nya. Pantesan video lu tertinggal dan banyak disilike. Pasti karena nggak pakai AI.",negatif
@aguswidjiantoro9428,Likenya beli dimana?,netral
@Sapappni,"Biarpun bnyk yg menghujat, saya salah satu pemilih setia yang sedikit membantu mengantarkan anda menjadi wapres,  tetap semangat mas wapres... Saatnya yang muda tampil di depan keluar dari kebiasaan dahulu yg mayoritas politikus adalah org yg sudah berusia...  Sampai kapanpun saya akan selalu bisa melihat ketulusan anda",positif
@MrYoperdi,"Aku fokus soal demografis timnas muda.. Itu oke sih timnas muda tembus piala dunia.. Namun liat timnas senior dipenuhi naturalisasi.. Kamu fokus ke poin keberhasilan timnas muda. Namun ketika di timnas senior..kamu harus bersaing dengan pemain naturalisasi.liat saja terakhir pemain lokal Indonesia cuman kurang dari 5 orang. Artinya generasi muda mu sia2 ketika berada di puncak kedewasaan..mengapa begitu? Karena tidak ada pengembangan bakat, pengembangan sdm/ pola pikir, pemberian fasilitas, pencarian bakat dari bawah sampai atas, stop diskriminasi, stop nepotisme, stop politik dalam sepakbola, stop pengaturan skor..pembenahan ini tidak dimulai dari generasi muda. Tapi dari generasi tua untuk generasi muda.",positif
@RendyArliando,Jangan ketik like yg gambar jempol nya kebawah wkwkw,netral
@DenitaRamadhani-qv9rs,Maaf Numpang lewat sy lebih suka baca yg komen daripada dengerin pidato mas wapres,positif
@Werkudoro99,"Kyk org pintar ya...pas live ditanya, mas wapres gmn cara untuk menstabilkan harga pangan...tengok kanan tengok kiri nyengir...tapi gak bs jwb",netral
@Moon-07meo,Tegang amat mukelu bro,netral
@okyoffical_regar4132,Inikah wapres kita,netral
@Shigeamat,Gw nobatkan elu wapres terampas sepanjang sejarah indonesia berdiri.,netral
@miarinawati384,Imagine talking about ‘bonus demografi’ while landing a job thanks to daddy. The irony’s unreal,netral
@moo13ish,"Wowo - gibran be like :  salah sendiri pilih kita, makan tuh gemoy asam sulfat.",negatif
@luqmanasyari1042,Setelah nonton bang Ferry .. trus pindah sini rasanya ngakak,negatif
@kangbibit9371,"Bonus demografi, hanya berarti jika generasi muda yang terlahir, mendapatkan kesempatan belajar, bekerja dan mendapatkan kesempatan terbaik dengan didukung oleh faktor2 yang menunjang.  Tapi faktor pendukungl itu tidak tersedia, maka bonus demografi hanya akan menimbulkan permasalahan baru dan beban biaya biaya baru.  Yang ujung2nya negara lain lah yang akan menikmatinya, sebagai wilayah pasar yang besar, dan penyedia pekerja murah.",netral
@EzzaAja-b3n,Autolike  pantesan 58%,negatif
@ArdhiaBae,Ngopii ae renee boss,netral
@zaclip8325,Editornya,negatif
@shinramyun19,Sedih punya wakil presiden kek gini :(,negatif
@Justicia99-u2g,"Hahhaha ngomong apa toh mass, ayo bagi-bagi sembako aja biar lebih keren",negatif
@vianwidodo1662,"please netizen udh dong komentarnya, gw capek ngelike in",negatif
@hotskin.no7,Ini liputan 6 pentang kah?,negatif
@bixchrun,"Buat yang kepo, dislikenya 168.140 untuk sekarang",negatif
@Bajasatria1881,Hanya membaca teks... Setara dengan anak SMP membaca Editorial sebuah Surat Kabar Nadional.,netral
@ahqidtyaspambudi5150,Komen ah biar kek yang lain... mundur wae mas mas marai isin,netral
@dorian0902,"Ehh seriusss woyy gua baru liat vidio ini kok udah ngelike video ini ya apa akun gua dijadiin bot like, sumpah gua kaget baru liat kok udah ke like vidionyaa",negatif
@Iwan_ariff,"Kalo lu percaya anak muda Indonesia tidak takut tantangan, kenapa lu di suapin kerjaan sama bokap lu. !! Mending kalo bisa kerja",negatif
@mumujati9293,NARASI NA COCOKNA KEUR PEMBAWA BERITA IEU MAH BRAAAAAAN...WOY BRAAAAAN...NGADENGE TEU MANEEEH...!!!!,positif
@impetushhh,mending unboxing mini action figure naruto mas fufu,netral
@AgusMindus-o6o,Gassssss mas gibran,negatif
@Maulana-hs6dw,Kesini cuma like komen negarif,netral
@Jocelyntessa,"KATA GUE STOP MEMUJA AI. KALAU LU MEMANG PAHAM TENTANG POTENSI ANAK BANGSA, DAN KARYA MEREKA.",negatif
@mobelejen-t8z,halo pra bazer,netral
@theonlybow5130,"Ok, now that we know tntg bonus demografi, what're u gonna do abt it mr vice P? menurutku ni ya, daripada ngomongin bonus demografi jadinya apa, kedepannya jadi sukses, etc, bukankah akan lebih baik jika anda talk about how can u help or boost the demographic bonus effect for the young generations, talk about your ideas ""saya akan gini gini kan generasi anak muda agar bonus demografi kita mencapai potensial penuhnya"" lalu biarkan orang di youtube menilai jika ide anda bagus atau tidaknya. atau mungkin membahas solusi anda tentang ekonomi sekarang yang sedang dihadapi negara lalu meminta penilaian terhadap solusi anda lewat warga masyarakat yang ada di youtube selain orang pejabat, atleast give the people a chance to place their value on your solutions and acknowledge why would they disagree, if their disagreement is counterable, then explain why they might want to agree, if not then there's somethin wrong with the solution.  i mean no offense, as a young generation i wanted to contribute to my country as well and i think it would be far better to fix current economy issues rather than yapping about the future, cuz we all know dream without action is sh8",negatif
@Arkaabrial,Cape bnget denger nya,positif
@petugasrakyatindo,Mantab Mas Wapres Lanjutkan...,netral
@donnaarifin7393,Lets go Indonesia Emas,positif
@azmizenzor,Bonusnya tambahin lagi mas.. Bonus Naturalisasi..,netral
@hendramulnandar2265,Karena memang kelihatan yang mana anak muda yang memang mewakili anak muda dengan anak muda yang hanya mewakili keluarga nya...,positif
@dyttowibisono,Wapresnya memang harus diganti,netral
@nahrowirowi4578,Kalau pemerintah gak turun tangan menyelesaikan masalah lapangan pekerjaan. Bonus demografi hanyalah sebuah bencana.,negatif
@DANVIPURNAMA,"pajak kita dipake bayar bot gaes, gila jir",negatif
@WarungQinaya,"Gua lebih tertarik baca komentar"" di sini dari pada nonton videonya. Woiii...gua butuhnya lapangan kerja.",positif
@mintanaka1008,"Mau uji nyali nonton ini, sampe harus bismillah berkali² Sampe rajin berdzikir gua, astagfirull aja sampe gak kehitung Makasih karena bikin gua jadi berani ngedislike ini vido",positif
@queenalifah7520,Memecahkan rekor dunia puluhan ribu dislike,negatif
@kevinandriyan2079,Bot like habis brp itu ??,negatif
@jalankenangancanel238,uwis uwis maz . . .,netral
@herz_0508,"Pajak gw dipake buat beli bot like tai, dari  hal sekecil ini aja ga jujur gmana mau menata indonesia",negatif
@NabilCahyadi-x9n,Genius,negatif
@theresia3571,"Salah platform pak Wapres, audience Anda di tiktok yg suka joget2",netral
@miftahfaried5622,"""Indonesia dibangun puluhan tahun"" tapi dihancurkan hanya dalam beberapa tahun",negatif
@SigitAhmad1213,Kawan kawan bagusnya kala kritik tajam sampai memaki jangan make akun asli atau yang ada mukanya bahaya bisa dicari,negatif
@yuni3930,Capeee nglike in komen,negatif
@asrimiko3957,1. Pause video 2. Unlike video 3. Buka komentar 4. Tulis komentat 5. Like komentar  Begitulah kira kira yg netizen lakukan disini,netral
@Mrbarrymali,Dia sudah berhasil mengerahkan buzzer untuk like postingan ini.,netral
@AntoMADDEN,Titip salam buat Paman MK yg Baik Hati,netral
@ravenxu7210,"Kok dislike nya di hidden sih?  kalo dislike di umpetin, kalo like di show.",negatif
@muhamadsaefudinn4121,Lagi buat tugas kuliah bang?,positif
@AgusMindus-o6o,GAS MAS,netral
@Notthatbad474,Mas Fufufafa gak diusut? Kok bisa ya segitunya ngehina pak Prabowo tp anyep,negatif
@dianadd456,Semua itu ada karena lemari es yang memunculkan suatu awan kinton dan mengakibatkan sebuah pos ronda menjadi coklat silverqueen yang akan terakumulasi sedikit demi banyak untuk kemaslahatan kucing sedunia karena ipin upin pun sebenarnya setuju bahwa bumi ini bulat,netral
@DianPutra-k9r,Maap saya dari thailand..dia siapa ya...,negatif
@daudjoesoef1782,BASI..10 TAHUN LALU AHOK SUDAH BICARA BONUS DEMOGRAFI..SEKARANG EKONOMI SAMA AJA. ENTE..SAMSUL SUKATRO NGOMONG BONUS DEMOGRAFI..PRET...,netral
@hamamiwahyuqari2711,Wapres jalur orang dalam,netral
@yoissao,sure buddy,negatif
@7oyRiDe_,Siapa sih ni malah muncul di yt recommend. Biasanya yg muncul mukbang & vlog traveler malah wayang angsa yg nongol.,netral
@fahimmoe9438,"Memang wakil presiden kita ini luar biasa, setelah 10 detik nonton tanpa saya sadari mencet dislike, tingkatkan pak wapres 🫡",netral
@abdulrobi5430,We wok the tok...tok the tokkk...aukkkkkkkk,negatif
@mulnyoto2789,Mampir cmn pengin scroll commenan saja ..benar2 plot twist,negatif
@kalisagungagung3604,Stock cucakrawa masih gk boss,negatif
@hanaharbarber8860,Komen judoi sampe gak keliatan,negatif
@berbagisuaraaksara,Ngapalin teks brp lama bro?,negatif
@willyperkasa1916,Mas korupsinya kapan di berantas? Bosen nunggu,negatif
@lifeafterwork_62,GW KEMARI CUMA PENGEN LIAT COMMENT” KOCAK,netral
@izilsyifa6695,Kosong dua,negatif
@waifu_wonderland,pak untuk next video aku daftar jadi buzzer boleh yah,negatif
@ratnakomala2042,Punya malu kenapa sedikiiiit ajaaa...   nol koma dech punya rasa maluuu..,negatif
@hendiw8695,Lumayan suntikan like nya.. habis budget berapa tuh,negatif
@chikeletta,kira kira naskahnya pake ai nggak yaa,negatif
@mirthadinata4512,Minimal malu mas,negatif
@ganjaramdani,Kok gak bisa lihat dislike nya,negatif
@mohammad9422,Nontonnya malah ketawa,positif
@ZolaXman,"Jngn hanya bisanya monolog doang gibran!!! Ngomong bonus demografi tapi pengangguran Indonesia tahun 2025 saja masih  4,7 jt. Jng kerj saja skr ciptakan buka peluang kerja SATA INI HARI INI BULAN INI TAHUN INI BERAPA BANYAK PENGGURAN. baru 2 ini beberpa perushaan PKH apa kinerjamu???? PHK, pengangguran, Outsourcing, preman semua merajalela. Jng bicara bonus demografi tapi aap yg skr sdh dikerjakan buat menangani membuka peluang kerja buat rakyat Indonesia???!!!!!!!!!!! Cuap cuap doang kerja buktikan",negatif
@hilalaltamuz9693,Baru kali ini ada wapres dihujat abis abisan,negatif
@mifthahmuhammad,"Mantap punya wapres berkulit badak. Dihina tidak tumbang, dipuji tidak mungkin",positif
@marianoordaniswari9607,"Tolong dong asisten nya gibran kl branding gibran lebih pintar...., ngomong pake text anak tk bisa itu,   ber monolog  anak tk pun bisa.., coba dong asisten  gibran bawa dia ke sekolah sma atau  kampus buat  berdialog dgn GEN- Z",netral
@azwaranas3014,Sesuatu yg di paksakan maka akan terlihat sangat jelas,negatif
@manwhocantbemoved93,Wapres yng pake uang huat boost postnya,netral
@yugoabdullah9322,"Kalau diliat dari video2 yutupnya banyak yg dislike dan komen hate, tp kenapa waktu pilpres kemarin menang yaa?",negatif
@PutraSeptian-e8o,UANG PAJAK DIPAKAI BUAT BELI LIKE KAWAN,netral
@aqshal_ridzki76,Gantiin aja nih pake ai,netral
@BorsaPro-z3v,Book like dan vieww.,positif
@sigitwidi,Eluuu jg ga d Carikan loker SM Bpk cm JD rakyat jelata. Baca by from text bkn hasil pemikiran real dr isi kepala,negatif
@dionle1338,Sa are admin tau2 banyak like wkwkwk,negatif
@BungaMekar-i5s,Sy cuma masuk buat kasih jempol ke bawah.,positif
@prokontraindonesiaku1473,Pilihan siapa nih? Ko k bisa jd wapres?,netral
@abdulrozak9819,58 % diam semua..gini amat pilihanku...atau masih belom sadar,negatif
@noralucaxx,knp ya... gbisa dislike lebih dari 1x,negatif
@Muzrooof.a,Berapa Harga kalo kita beli like di YouTube?,netral
@dwx9327,Lu youtuber bang?,positif
@hendrianrheza352,Kesini cuma mau ngasih,negatif
@Jurnalismuda169,Saya ada dimana ini,negatif
@AyaSukma,"aku inget banget temanku bilang pilih prabowo dan ghibran karena gemoy dan ikut tiktok setelahnya dia gapeduli mau gimana dan juga temanku yang sekolah dibandung, murid bully gurunya karena ketahuan pilih selain 02, temanku juga termasuk , dia pilih 02 Karena gamau ribet gamau dikucilkan, itu beneran satu sekolah. dan temenku yang anak hukum, dia nge wanti wanti klo prabowo ghibran ke pilih, mungkin tragedi 98 masa orba bakal keulang dan sekarang kakak aku buka les untuk anak2 dikampung, dan aku baru tahu bener2 anak SD kelas 5 tau 6 ada yang belum lancar baca. ayoo terus bersuara even dikomentar please jangan diem please....",negatif
@gogonzyoi8707,ANJAY BELI LIKE,positif
@plenguk630,"Fufufafa urat malu mu memang bner2 udah putus,,",negatif
@Anita-cz5rl,Like nya tiba2 banyak,positif
@mohdsyafiq2133,sangat menginspirasi anak2 muda yg lagi usaha cari ordal,netral
@codersindonesia,Ini kali ya yg disebut kosong adalah isi,negatif
@WataruXHongHong,Video kocak,positif
@TirtaNugraha-ib1eh,"Bangsa ini dimasa lalu dijajah bangsa eropa, karena membudayakan feodalisme. Selama feodalisme masih terpelihara, hanya ada Indonesia cemas untuk kami.",negatif
@afifahfauziah6561,"Dateng kesini bukan mau dengerin fufufafa, cuma mau numpang ngakak baca komen2 netizen",positif
@nasrimulyadi857,Aku pengen lihat dislikenya kok gak ada lg ya Koment banyak yg gk suka daripada yg suka kok bisa jadi wpres ya Sakti memang bapak mulyon O,negatif
@Zatsyn,"serius nanya, apakah ngonten utub gajinya lebih gede dari jadi wapres?",netral
@sauqi6993,Lyric written by tim sukses,netral
@hernandaizharradifan7510,"Wis bran wis, bapak isin",positif
@araflyzakiradjagaoe2198,Likes Nya pembohong publik jir,negatif
@jokobro790,Muak bikin mual.,negatif
@The_Jawak,semua menghujat jelas ada yg salah BESAR disini,negatif
@dwiikhwan,Iyain dah,negatif
@suryadarmas3184,Gw jamin yg like buzzer smw,netral
@rasyidridho1858,Generasi muda tidak melanggar etika dan moral mas,negatif
@noordv8691,Pa loker pa,netral
@TujuhRatus-w1j,Bonus demografi adalah pemuda kek gini??? Ogah banget dah  Napa angka dislike nya ga muncul yaaaa??,negatif
@nurcholisninda226,Mas baiknya minum kopi dulu atau jangan begadang biar ga ngantuk,netral
@NoeyGallagher,ngantuk,negatif
@AdyBinHusin,Minimal mandi dulu  Baru bangun udah maen youtube aje lu bran,negatif
@andrin3336,Kapan di ganti wapres kita??,netral
@pastryisparty,Mau dicariin kerja sama Bapak juga :(,negatif
@Dantrian_3,Ketauan pakai jasa buzzer,negatif
